Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
22.0,57,3.5,17.0,clear,1012.94,11,Summer,9.0,inland,Sunny
-7.0,69,14.5,74.0,partly cloudy,986.83,1,Winter,3.5,inland,Snowy
32.0,67,17.5,81.0,overcast,996.99,2,Spring,3.0,coastal,Rainy
11.0,52,2.5,44.0,overcast,1004.77,2,Winter,8.5,mountain,Cloudy
20.0,81,9.5,66.0,overcast,1004.71,3,Spring,2.0,coastal,Rainy
30.0,78,9.0,82.0,overcast,1010.4,1,Summer,3.0,mountain,Rainy
-10.0,83,0.0,81.0,overcast,983.7,1,Winter,2.0,mountain,Snowy
-10.0,79,18.5,96.0,partly cloudy,986.35,0,Winter,1.5,mountain,Snowy
0.0,88,4.5,59.0,overcast,983.67,0,Winter,4.0,inland,Snowy
39.0,65,0.5,7.0,partly cloudy,1012.53,7,Spring,9.5,coastal,Sunny
-10.0,60,1.5,98.0,overcast,993.36,1,Winter,2.0,inland,Snowy
16.0,76,9.0,65.0,overcast,1006.24,3,Spring,2.5,coastal,Rainy
-18.0,86,33.5,98.0,overcast,993.66,9,Winter,1.5,inland,Snowy
28.0,76,9.0,13.0,partly cloudy,1010.43,2,Summer,8.5,coastal,Cloudy
17.0,63,12.5,39.0,overcast,1004.63,1,Winter,5.5,inland,Cloudy
33.0,65,13.5,84.0,partly cloudy,992.87,2,Autumn,2.5,mountain,Rainy
26.0,52,2.5,12.0,overcast,1009.69,2,Winter,6.5,coastal,Cloudy
33.0,76,1.0,12.0,partly cloudy,1012.44,2,Winter,8.0,inland,Cloudy
40.0,81,33.5,90.0,partly cloudy,993.66,12,Spring,1.5,mountain,Rainy
11.0,57,5.5,15.0,partly cloudy,1007.21,4,Summer,6.0,mountain,Cloudy
30.0,67,9.5,23.0,partly cloudy,1003.85,4,Spring,8.5,mountain,Cloudy
14.0,35,5.0,96.0,cloudy,988.1,13,Summer,10.0,mountain,Snowy
33.0,65,7.0,77.0,overcast,993.76,0,Autumn,3.0,mountain,Rainy
10.0,80,16.5,99.0,overcast,1005.34,3,Spring,3.5,coastal,Rainy
28.0,61,9.0,25.0,overcast,1008.96,1,Spring,5.5,mountain,Cloudy
32.0,66,2.0,20.0,overcast,1002.14,1,Spring,5.0,mountain,Cloudy
18.0,76,5.5,27.0,partly cloudy,1005.5,4,Autumn,5.5,inland,Cloudy
11.0,74,18.0,94.0,overcast,1001.37,1,Winter,4.5,inland,Rainy
30.0,98,10.0,59.0,partly cloudy,998.56,3,Autumn,3.0,inland,Rainy
-3.0,91,12.5,94.0,overcast,994.52,0,Winter,4.0,inland,Snowy
-10.0,71,12.5,67.0,partly cloudy,992.89,0,Winter,4.0,mountain,Snowy
11.0,80,11.5,82.0,partly cloudy,1009.35,0,Summer,3.5,coastal,Rainy
26.0,59,9.5,12.0,overcast,1003.17,2,Winter,7.5,inland,Cloudy
18.0,77,10.5,27.0,partly cloudy,1006.48,2,Summer,6.0,inland,Cloudy
15.0,89,16.0,50.0,partly cloudy,991.07,2,Autumn,4.0,mountain,Rainy
6.0,79,40.0,71.0,overcast,988.28,2,Winter,1.0,inland,Snowy
30.0,63,0.0,48.0,partly cloudy,1007.46,3,Winter,9.0,coastal,Cloudy
32.0,63,8.0,68.0,partly cloudy,998.48,0,Winter,3.5,coastal,Rainy
30.0,96,7.5,73.0,overcast,1006.24,0,Autumn,3.0,mountain,Rainy
26.0,54,8.0,26.0,partly cloudy,1011.49,2,Summer,7.5,inland,Cloudy
23.0,78,34.5,97.0,overcast,1008.85,6,Autumn,3.5,inland,Rainy
36.0,60,7.0,9.0,clear,1012.51,8,Autumn,5.5,mountain,Sunny
17.0,71,10.0,95.0,overcast,994.75,0,Summer,4.5,inland,Rainy
44.0,21,5.0,14.0,clear,1012.09,5,Autumn,7.0,mountain,Sunny
3.0,75,10.5,73.0,overcast,980.47,1,Winter,3.0,mountain,Snowy
0.0,79,5.0,68.0,overcast,980.79,1,Winter,2.0,mountain,Snowy
32.0,62,6.0,80.0,partly cloudy,995.96,1,Summer,3.0,mountain,Rainy
1.0,72,5.5,55.0,overcast,991.05,1,Winter,2.5,inland,Snowy
4.0,96,16.0,98.0,overcast,998.78,14,Winter,3.5,mountain,Snowy
0.0,73,16.0,76.0,overcast,985.73,0,Winter,3.5,inland,Snowy
10.0,64,14.0,18.0,overcast,1011.96,1,Spring,8.5,coastal,Cloudy
32.0,68,5.5,38.0,partly cloudy,1008.33,2,Autumn,8.5,inland,Cloudy
0.0,74,12.0,89.0,overcast,990.36,1,Winter,1.5,mountain,Snowy
17.0,95,15.0,57.0,overcast,1009.1,2,Autumn,4.5,inland,Rainy
1.0,72,4.5,88.0,overcast,990.65,0,Winter,4.5,inland,Snowy
-4.0,97,13.5,77.0,overcast,987.36,0,Winter,3.5,mountain,Snowy
-8.0,91,12.5,68.0,overcast,980.85,1,Winter,4.0,inland,Snowy
29.0,79,16.0,80.0,partly cloudy,1002.95,1,Spring,4.0,coastal,Rainy
28.0,36,9.5,16.0,partly cloudy,1010.85,8,Summer,7.5,mountain,Sunny
-9.0,85,9.0,75.0,partly cloudy,983.88,1,Winter,2.0,inland,Snowy
31.0,73,15.0,76.0,partly cloudy,1005.24,10,Spring,2.0,coastal,Rainy
9.0,73,10.0,84.0,overcast,1000.06,14,Spring,8.0,mountain,Cloudy
32.0,72,16.0,57.0,overcast,1003.13,1,Autumn,2.5,coastal,Rainy
31.0,92,12.0,80.0,overcast,995.65,3,Summer,4.0,mountain,Rainy
21.0,89,15.0,54.0,partly cloudy,995.68,0,Autumn,2.5,inland,Rainy
27.0,54,1.0,13.0,partly cloudy,1009.82,2,Summer,5.5,coastal,Cloudy
-4.0,71,9.5,51.0,partly cloudy,990.18,0,Winter,2.0,inland,Snowy
0.0,85,7.5,90.0,overcast,981.08,12,Winter,4.5,mountain,Snowy
21.0,67,4.5,5.0,partly cloudy,1010.8,6,Spring,6.0,coastal,Sunny
-7.0,95,9.5,90.0,overcast,987.83,1,Winter,2.0,mountain,Snowy
-8.0,86,13.5,55.0,overcast,987.56,1,Winter,3.5,mountain,Snowy
3.0,96,4.0,56.0,overcast,997.36,1,Winter,3.5,inland,Snowy
10.0,79,1.5,31.0,overcast,1004.05,4,Autumn,8.0,coastal,Cloudy
37.0,32,8.5,18.0,partly cloudy,1011.31,11,Summer,6.5,inland,Sunny
21.0,85,11.5,74.0,overcast,1007.96,5,Autumn,10.5,inland,Cloudy
21.0,94,27.0,99.0,overcast,994.02,14,Spring,1.0,coastal,Rainy
16.0,54,2.0,16.0,partly cloudy,1004.26,4,Spring,7.5,inland,Cloudy
15.0,76,13.5,15.0,partly cloudy,1008.07,3,Winter,7.5,mountain,Cloudy
-1.0,81,8.0,66.0,overcast,983.28,1,Winter,3.0,inland,Snowy
1.0,89,10.0,80.0,overcast,990.69,1,Winter,3.0,mountain,Snowy
35.0,60,7.5,13.0,clear,1012.28,9,Spring,9.0,inland,Sunny
13.0,71,1.5,43.0,partly cloudy,1006.75,2,Summer,8.0,mountain,Cloudy
2.0,95,10.5,50.0,partly cloudy,995.71,0,Winter,5.0,mountain,Snowy
11.0,71,9.0,86.0,overcast,1009.32,2,Autumn,4.0,coastal,Rainy
-9.0,79,3.5,92.0,overcast,990.14,1,Winter,1.5,inland,Snowy
44.0,63,3.0,2.0,partly cloudy,1011.89,11,Spring,8.5,mountain,Sunny
33.0,78,5.5,92.0,partly cloudy,994.83,0,Summer,1.5,mountain,Rainy
30.0,67,1.0,43.0,partly cloudy,1007.76,1,Autumn,8.5,mountain,Cloudy
-2.0,67,13.0,91.0,overcast,994.16,1,Winter,1.0,mountain,Snowy
32.0,59,7.5,43.0,overcast,1010.05,1,Autumn,7.0,coastal,Cloudy
2.0,99,3.5,84.0,overcast,999.65,0,Winter,3.5,inland,Snowy
-9.0,65,12.5,55.0,partly cloudy,986.77,1,Winter,1.5,mountain,Snowy
-7.0,99,1.0,51.0,overcast,991.85,0,Winter,3.0,mountain,Snowy
13.0,95,9.5,66.0,overcast,1005.14,1,Winter,2.5,coastal,Rainy
10.0,99,17.5,65.0,partly cloudy,999.64,1,Spring,5.0,coastal,Rainy
31.0,59,10.0,33.0,partly cloudy,1006.43,2,Autumn,8.0,coastal,Cloudy
-4.0,94,20.0,60.0,overcast,997.5,0,Winter,2.5,mountain,Snowy
-4.0,77,18.5,75.0,partly cloudy,990.3,0,Winter,4.5,mountain,Snowy
29.0,97,15.5,52.0,overcast,999.8,0,Winter,1.0,inland,Rainy
-1.0,73,11.0,71.0,overcast,985.83,1,Winter,2.5,inland,Snowy
16.0,68,5.0,48.0,overcast,1006.37,1,Winter,9.0,inland,Cloudy
1.0,80,8.5,99.0,overcast,998.73,0,Winter,4.5,inland,Snowy
34.0,57,9.5,14.0,partly cloudy,1001.57,3,Spring,9.0,coastal,Cloudy
27.0,76,19.5,72.0,partly cloudy,1012.93,0,Spring,1.5,mountain,Rainy
30.0,73,13.0,78.0,partly cloudy,999.13,0,Summer,2.5,coastal,Rainy
3.0,95,15.5,67.0,overcast,992.03,1,Winter,1.0,inland,Snowy
11.0,60,18.0,85.0,overcast,995.43,2,Autumn,2.5,inland,Rainy
22.0,70,10.0,71.0,overcast,1002.73,1,Summer,4.5,coastal,Rainy
-6.0,76,19.5,99.0,overcast,987.87,1,Winter,3.0,mountain,Snowy
12.0,69,17.5,73.0,overcast,990.32,2,Autumn,2.0,coastal,Rainy
4.0,98,19.5,97.0,overcast,982.66,0,Winter,4.0,mountain,Snowy
22.0,62,0.5,38.0,overcast,1008.38,2,Autumn,5.5,coastal,Cloudy
15.0,63,9.0,23.0,overcast,1002.22,2,Spring,7.5,coastal,Cloudy
-3.0,60,8.0,94.0,overcast,981.56,1,Winter,3.0,inland,Snowy
0.0,81,11.5,99.0,overcast,992.95,0,Winter,3.0,mountain,Snowy
-9.0,70,5.0,67.0,partly cloudy,980.37,0,Winter,4.5,mountain,Snowy
-4.0,96,19.5,90.0,overcast,995.61,1,Winter,4.5,mountain,Snowy
-4.0,89,1.0,89.0,partly cloudy,987.55,1,Winter,3.0,inland,Snowy
28.0,77,16.5,50.0,partly cloudy,1004.64,2,Autumn,3.5,mountain,Rainy
-4.0,72,11.5,82.0,overcast,986.04,1,Winter,1.5,mountain,Snowy
-9.0,69,3.0,90.0,overcast,986.24,0,Winter,1.5,mountain,Snowy
12.0,66,9.0,48.0,partly cloudy,1008.75,1,Autumn,5.0,mountain,Cloudy
-4.0,69,14.5,56.0,overcast,994.53,1,Winter,3.0,mountain,Snowy
-6.0,82,13.5,99.0,overcast,998.56,1,Winter,2.0,inland,Snowy
-6.0,83,15.0,88.0,partly cloudy,993.8,7,Winter,1.0,inland,Snowy
31.0,67,8.0,92.0,partly cloudy,990.35,0,Spring,1.5,inland,Rainy
10.0,74,14.5,71.0,overcast,1003.15,1,Summer,1.0,mountain,Rainy
-5.0,87,15.0,61.0,overcast,989.69,0,Winter,3.5,mountain,Snowy
-9.0,93,12.0,74.0,overcast,988.5,1,Winter,2.0,mountain,Snowy
23.0,67,15.0,29.0,partly cloudy,1000.19,2,Autumn,5.5,inland,Cloudy
40.0,69,3.0,7.0,partly cloudy,1011.66,5,Spring,6.5,coastal,Sunny
37.0,62,7.5,19.0,clear,1010.28,7,Spring,9.0,coastal,Sunny
13.0,70,17.5,79.0,overcast,994.37,1,Summer,2.0,mountain,Rainy
-5.0,68,0.5,96.0,overcast,992.19,1,Winter,1.5,mountain,Snowy
44.0,35,7.0,2.0,partly cloudy,1011.3,6,Spring,6.5,inland,Sunny
13.0,67,13.0,53.0,overcast,1002.14,1,Winter,2.0,inland,Rainy
-2.0,72,5.5,80.0,partly cloudy,987.59,0,Winter,2.0,mountain,Snowy
12.0,76,0.5,15.0,partly cloudy,1008.33,1,Autumn,6.0,coastal,Cloudy
14.0,81,18.5,79.0,partly cloudy,1005.82,1,Spring,1.5,coastal,Rainy
30.0,74,12.5,14.0,partly cloudy,1007.07,1,Autumn,8.5,coastal,Cloudy
-4.0,90,9.0,51.0,overcast,989.63,1,Winter,1.0,mountain,Snowy
-2.0,66,18.5,76.0,partly cloudy,987.65,1,Winter,5.0,inland,Snowy
28.0,59,5.5,18.0,clear,1010.26,6,Winter,6.0,coastal,Sunny
14.0,94,10.0,80.0,overcast,1006.04,2,Spring,4.0,coastal,Rainy
3.0,84,7.5,77.0,overcast,994.65,0,Winter,4.0,inland,Snowy
24.0,56,14.5,11.0,partly cloudy,1001.54,2,Winter,8.0,mountain,Cloudy
27.0,79,4.5,31.0,overcast,1010.97,1,Spring,9.0,mountain,Cloudy
14.0,62,8.0,86.0,overcast,1012.94,2,Summer,4.0,mountain,Rainy
-3.0,83,11.5,58.0,overcast,997.56,0,Winter,4.5,inland,Snowy
55.0,96,3.0,84.0,partly cloudy,1007.32,12,Spring,8.5,mountain,Cloudy
-6.0,78,2.5,85.0,overcast,961.22,0,Spring,19.5,mountain,Sunny
-3.0,93,17.0,51.0,overcast,985.63,0,Winter,5.0,mountain,Snowy
-6.0,88,5.5,63.0,overcast,990.99,1,Winter,4.5,mountain,Snowy
32.0,53,4.5,41.0,overcast,1007.25,4,Spring,8.5,coastal,Cloudy
17.0,60,20.0,57.0,overcast,1000.27,1,Winter,3.5,inland,Rainy
30.0,70,3.5,37.0,partly cloudy,1003.45,2,Spring,8.0,inland,Cloudy
-1.0,87,5.5,62.0,overcast,980.67,1,Winter,4.0,inland,Snowy
3.0,64,2.0,95.0,overcast,999.27,0,Winter,4.5,mountain,Snowy
29.0,84,12.5,94.0,partly cloudy,1003.01,0,Autumn,3.0,coastal,Rainy
-12.0,93,20.0,80.0,overcast,988.25,14,Winter,3.0,inland,Snowy
30.0,77,14.5,15.0,partly cloudy,1010.04,2,Spring,5.5,mountain,Cloudy
-3.0,86,9.0,99.0,overcast,986.27,0,Winter,5.0,inland,Snowy
3.0,68,16.5,57.0,overcast,993.37,0,Winter,3.5,inland,Snowy
22.0,81,7.5,77.0,overcast,998.16,2,Spring,3.5,inland,Rainy
3.0,86,14.0,92.0,overcast,996.03,1,Winter,1.0,mountain,Snowy
26.0,71,4.0,39.0,partly cloudy,1011.13,4,Spring,6.0,coastal,Cloudy
24.0,68,9.5,77.0,partly cloudy,1002.0,1,Autumn,3.5,coastal,Rainy
-6.0,66,7.0,95.0,overcast,992.79,0,Winter,3.0,inland,Snowy
16.0,67,6.5,45.0,partly cloudy,1008.69,2,Summer,5.5,coastal,Cloudy
32.0,78,16.0,52.0,overcast,997.01,3,Autumn,3.5,coastal,Rainy
26.0,70,9.5,97.0,overcast,1012.6,2,Autumn,3.0,inland,Rainy
-6.0,76,1.0,98.0,overcast,991.76,1,Winter,4.0,mountain,Snowy
4.0,99,9.0,77.0,partly cloudy,981.23,0,Winter,4.0,inland,Snowy
-3.0,68,10.5,60.0,overcast,980.49,1,Winter,4.5,mountain,Snowy
2.0,33,5.0,40.0,cloudy,976.67,1,Summer,4.0,coastal,Snowy
29.0,68,8.0,11.0,clear,1010.09,6,Summer,9.5,mountain,Sunny
-4.0,70,17.0,52.0,partly cloudy,980.7,0,Winter,4.0,mountain,Snowy
1.0,67,11.0,86.0,overcast,983.55,0,Winter,3.5,mountain,Snowy
4.0,92,4.5,50.0,overcast,986.9,1,Winter,4.0,inland,Snowy
32.0,75,7.5,99.0,partly cloudy,1003.49,1,Winter,1.5,coastal,Rainy
10.0,71,1.0,48.0,overcast,1000.83,4,Summer,8.5,mountain,Cloudy
14.0,50,8.0,14.0,partly cloudy,1011.71,4,Autumn,8.5,coastal,Cloudy
-9.0,87,7.5,56.0,overcast,997.69,1,Winter,2.0,inland,Snowy
13.0,94,9.0,67.0,overcast,994.66,0,Winter,1.5,mountain,Rainy
29.0,61,14.0,33.0,overcast,1004.54,3,Autumn,5.5,coastal,Cloudy
-4.0,96,12.0,99.0,overcast,988.36,0,Winter,2.0,inland,Snowy
3.0,75,46.5,87.0,overcast,996.85,5,Winter,4.5,inland,Snowy
-8.0,89,7.0,75.0,partly cloudy,987.39,1,Winter,4.0,inland,Snowy
15.0,44,11.0,48.0,partly cloudy,974.99,10,Winter,13.5,inland,Cloudy
34.0,91,14.0,95.0,overcast,1000.64,3,Winter,5.0,inland,Rainy
20.0,60,16.0,80.0,overcast,1012.65,1,Winter,1.0,mountain,Rainy
30.0,63,9.5,75.0,overcast,1009.99,3,Summer,5.0,coastal,Rainy
-8.0,64,20.0,53.0,overcast,984.51,0,Winter,4.0,inland,Snowy
27.0,64,11.0,39.0,overcast,1010.17,3,Spring,8.0,mountain,Cloudy
16.0,74,10.5,25.0,overcast,1010.3,4,Spring,6.5,inland,Cloudy
-7.0,96,15.5,75.0,overcast,986.76,0,Winter,4.5,inland,Snowy
18.0,63,7.0,16.0,overcast,1009.44,1,Winter,6.5,coastal,Cloudy
18.0,76,8.0,32.0,partly cloudy,1003.73,2,Spring,8.0,mountain,Cloudy
29.0,66,9.5,27.0,overcast,1002.75,2,Winter,6.5,inland,Cloudy
33.0,61,6.0,32.0,overcast,1005.61,1,Autumn,5.5,inland,Cloudy
0.0,78,15.0,97.0,overcast,982.77,0,Winter,2.0,mountain,Snowy
32.0,66,13.5,12.0,overcast,1010.32,2,Winter,7.5,inland,Cloudy
15.0,81,14.0,72.0,overcast,996.8,1,Autumn,2.5,inland,Rainy
-8.0,92,4.0,91.0,overcast,994.77,1,Winter,2.5,inland,Snowy
3.0,82,9.0,56.0,overcast,982.78,1,Winter,3.5,inland,Snowy
13.0,22,12.5,48.0,cloudy,991.28,2,Spring,10.0,coastal,Cloudy
-6.0,96,9.5,91.0,overcast,986.03,14,Winter,0.5,inland,Snowy
37.0,37,5.5,29.0,overcast,965.32,3,Spring,14.5,inland,Snowy
-10.0,77,19.0,83.0,overcast,995.49,1,Winter,4.0,mountain,Snowy
17.0,73,14.5,34.0,overcast,1012.91,2,Autumn,5.5,mountain,Cloudy
19.0,72,11.5,38.0,partly cloudy,1008.95,3,Spring,7.0,mountain,Cloudy
36.0,22,0.0,3.0,clear,1012.66,10,Spring,9.0,inland,Sunny
10.0,77,8.0,75.0,overcast,1005.19,5,Autumn,2.0,coastal,Rainy
-8.0,87,20.0,84.0,overcast,996.86,1,Winter,3.5,mountain,Snowy
4.0,80,1.0,91.0,overcast,982.92,0,Winter,1.0,inland,Snowy
3.0,97,20.0,89.0,partly cloudy,983.22,0,Winter,4.0,inland,Snowy
24.0,100,14.5,70.0,partly cloudy,1011.68,4,Autumn,2.0,coastal,Cloudy
1.0,73,2.5,93.0,overcast,999.23,1,Winter,2.5,mountain,Snowy
-2.0,93,19.0,68.0,overcast,986.41,0,Winter,1.0,inland,Snowy
20.0,71,19.0,55.0,partly cloudy,1007.23,3,Autumn,1.5,inland,Rainy
-1.0,60,1.5,62.0,overcast,982.73,0,Winter,3.0,mountain,Snowy
13.0,83,15.0,54.0,partly cloudy,993.63,0,Autumn,2.5,mountain,Rainy
31.0,78,3.5,28.0,partly cloudy,1010.63,3,Spring,6.5,inland,Cloudy
25.0,83,15.5,85.0,overcast,1008.85,0,Summer,3.5,inland,Rainy
-3.0,69,6.0,76.0,overcast,996.94,0,Winter,2.0,mountain,Snowy
16.0,71,0.5,29.0,partly cloudy,1004.34,4,Summer,7.5,inland,Cloudy
17.0,74,19.0,64.0,overcast,991.47,1,Winter,4.0,inland,Rainy
-3.0,62,5.5,96.0,overcast,985.36,0,Winter,1.5,inland,Snowy
26.0,85,7.5,62.0,partly cloudy,992.74,3,Winter,1.0,mountain,Rainy
18.0,70,11.5,90.0,overcast,1005.8,14,Summer,4.0,inland,Rainy
25.0,58,3.0,34.0,overcast,1006.6,3,Autumn,7.5,mountain,Cloudy
-6.0,94,20.5,87.0,overcast,994.18,3,Winter,2.5,inland,Snowy
-8.0,80,15.5,84.0,overcast,985.8,1,Winter,3.0,mountain,Snowy
31.0,65,7.5,58.0,overcast,1006.14,3,Spring,4.0,coastal,Rainy
-6.0,62,19.0,74.0,overcast,999.22,0,Winter,4.5,mountain,Snowy
4.0,65,16.5,91.0,overcast,982.75,0,Winter,3.0,inland,Snowy
34.0,71,17.0,77.0,overcast,1005.42,3,Winter,4.5,inland,Rainy
-5.0,67,4.0,64.0,overcast,991.81,1,Winter,4.0,inland,Snowy
27.0,62,9.0,28.0,overcast,1004.74,3,Spring,8.0,mountain,Cloudy
33.0,79,9.5,57.0,overcast,991.05,3,Winter,2.0,inland,Rainy
34.0,53,7.0,22.0,partly cloudy,1004.25,3,Winter,7.0,inland,Cloudy
17.0,60,9.0,80.0,overcast,991.92,3,Winter,2.5,coastal,Rainy
-2.0,88,10.0,83.0,partly cloudy,999.54,1,Winter,3.0,mountain,Snowy
23.0,54,14.5,30.0,partly cloudy,1009.47,3,Summer,6.0,inland,Cloudy
-4.0,78,10.0,89.0,overcast,983.75,1,Winter,5.0,inland,Snowy
19.0,56,3.0,22.0,partly cloudy,1008.09,2,Summer,8.0,coastal,Cloudy
22.0,51,6.0,27.0,partly cloudy,1012.46,2,Spring,6.0,inland,Cloudy
24.0,90,6.0,52.0,overcast,990.47,1,Spring,1.0,coastal,Rainy
18.0,83,6.0,88.0,overcast,1012.82,2,Spring,4.5,mountain,Rainy
15.0,78,7.0,56.0,partly cloudy,1001.16,1,Autumn,4.0,mountain,Rainy
32.0,54,14.0,28.0,overcast,1004.08,3,Winter,6.5,coastal,Cloudy
20.0,61,10.5,30.0,overcast,1007.78,1,Spring,6.0,coastal,Cloudy
40.0,32,3.0,4.0,clear,1010.25,7,Spring,7.5,mountain,Sunny
-1.0,93,9.0,87.0,overcast,988.03,0,Winter,1.5,mountain,Snowy
-7.0,94,4.0,78.0,partly cloudy,992.39,0,Winter,5.0,mountain,Snowy
-3.0,81,19.5,75.0,overcast,986.35,0,Winter,2.5,inland,Snowy
-3.0,68,1.0,50.0,overcast,993.39,1,Winter,4.0,inland,Snowy
18.0,95,6.0,74.0,overcast,997.47,1,Winter,1.0,coastal,Rainy
-5.0,80,1.5,77.0,overcast,987.79,1,Winter,4.0,inland,Snowy
27.0,45,0.0,6.0,clear,1010.85,10,Summer,8.5,mountain,Sunny
45.0,96,7.0,92.0,clear,1011.26,4,Summer,3.0,inland,Sunny
0.0,74,3.5,88.0,overcast,995.75,1,Winter,2.0,mountain,Snowy
16.0,76,9.0,66.0,overcast,992.65,1,Summer,1.0,coastal,Rainy
32.0,84,15.0,84.0,overcast,996.73,3,Spring,1.0,coastal,Rainy
-10.0,90,10.0,66.0,overcast,988.58,1,Winter,4.0,inland,Snowy
2.0,67,16.5,59.0,partly cloudy,987.68,1,Winter,3.5,mountain,Snowy
21.0,82,14.5,59.0,overcast,995.44,3,Winter,1.0,coastal,Rainy
14.0,61,15.5,51.0,partly cloudy,991.91,1,Spring,4.5,coastal,Rainy
29.0,59,8.5,8.0,partly cloudy,1012.14,9,Winter,7.0,mountain,Sunny
1.0,65,3.0,96.0,overcast,982.07,0,Winter,1.5,mountain,Snowy
29.0,98,8.0,81.0,overcast,1005.8,1,Winter,3.0,inland,Rainy
-7.0,89,26.5,90.0,partly cloudy,983.6,4,Winter,1.5,mountain,Snowy
-10.0,73,7.5,98.0,overcast,989.12,1,Winter,2.5,mountain,Snowy
-24.0,100,17.5,81.0,overcast,995.8,6,Winter,4.0,inland,Snowy
1.0,92,1.0,90.0,overcast,987.02,1,Winter,4.5,inland,Snowy
13.0,99,13.0,61.0,partly cloudy,991.35,0,Winter,3.5,coastal,Rainy
27.0,52,8.5,3.0,clear,1011.75,7,Spring,9.5,inland,Sunny
4.0,85,11.0,77.0,overcast,991.49,1,Winter,6.0,inland,Snowy
24.0,41,3.5,17.0,clear,1011.95,7,Summer,6.0,coastal,Sunny
-3.0,71,8.5,99.0,overcast,995.82,1,Winter,2.5,inland,Snowy
-8.0,85,15.0,86.0,partly cloudy,985.82,1,Winter,1.5,inland,Snowy
20.0,47,9.5,6.0,partly cloudy,1011.52,10,Spring,9.0,inland,Sunny
30.0,61,10.5,28.0,overcast,1009.71,3,Autumn,8.0,inland,Cloudy
-8.0,97,3.0,74.0,overcast,991.78,0,Winter,1.5,mountain,Snowy
27.0,51,10.0,22.0,partly cloudy,1004.29,1,Winter,6.5,mountain,Cloudy
-10.0,93,10.0,55.0,overcast,991.07,0,Winter,3.0,inland,Snowy
29.0,38,6.0,2.0,clear,1011.18,8,Summer,9.0,coastal,Sunny
-1.0,70,5.0,50.0,partly cloudy,985.2,0,Winter,4.0,mountain,Snowy
29.0,74,6.5,99.0,partly cloudy,992.39,2,Summer,5.0,coastal,Rainy
-8.0,99,16.0,70.0,overcast,993.82,0,Winter,1.5,mountain,Snowy
-9.0,63,6.5,56.0,overcast,988.66,0,Winter,3.5,inland,Snowy
2.0,60,6.5,76.0,overcast,981.66,1,Winter,3.5,mountain,Snowy
33.0,61,15.5,63.0,overcast,1012.96,1,Spring,3.0,coastal,Rainy
34.0,35,8.0,11.0,clear,1012.53,11,Winter,7.0,inland,Sunny
-6.0,81,21.5,90.0,overcast,984.81,12,Winter,1.5,mountain,Snowy
3.0,64,3.5,87.0,overcast,986.96,1,Winter,2.0,inland,Snowy
13.0,55,7.5,18.0,overcast,1009.51,1,Summer,8.0,mountain,Cloudy
23.0,65,3.0,40.0,overcast,1007.2,4,Spring,7.5,inland,Cloudy
22.0,85,5.5,63.0,overcast,1007.05,2,Summer,4.5,inland,Rainy
13.0,78,8.0,59.0,overcast,1003.42,1,Autumn,1.0,inland,Rainy
13.0,73,11.0,57.0,overcast,1012.39,0,Summer,4.5,inland,Rainy
-3.0,93,2.5,64.0,overcast,986.5,0,Winter,2.5,inland,Snowy
32.0,67,12.5,36.0,partly cloudy,1004.28,3,Spring,6.0,mountain,Cloudy
-5.0,70,1.5,59.0,partly cloudy,992.91,0,Winter,1.5,inland,Snowy
13.0,70,16.0,93.0,partly cloudy,1000.7,0,Summer,3.0,inland,Rainy
-2.0,89,11.0,97.0,overcast,994.87,0,Winter,2.0,inland,Snowy
22.0,41,9.0,91.0,partly cloudy,993.39,13,Summer,19.5,inland,Snowy
-8.0,76,18.0,89.0,overcast,983.43,0,Winter,3.0,mountain,Snowy
-10.0,93,18.0,89.0,overcast,998.25,1,Winter,3.0,inland,Snowy
15.0,91,12.5,92.0,partly cloudy,1010.23,2,Summer,1.5,coastal,Rainy
16.0,67,12.5,35.0,partly cloudy,1001.09,1,Winter,7.5,mountain,Cloudy
27.0,84,17.5,73.0,partly cloudy,1008.94,2,Autumn,4.0,inland,Rainy
-3.0,97,17.5,50.0,overcast,982.25,0,Winter,3.5,inland,Snowy
-6.0,79,8.5,87.0,overcast,999.56,0,Winter,2.5,mountain,Snowy
18.0,73,2.0,46.0,overcast,1011.43,3,Winter,8.0,mountain,Cloudy
17.0,72,2.5,40.0,partly cloudy,1005.31,3,Spring,9.0,mountain,Cloudy
-3.0,67,15.5,67.0,overcast,992.81,1,Winter,1.5,inland,Snowy
20.0,77,24.5,73.0,overcast,1007.62,12,Spring,4.5,inland,Cloudy
15.0,74,4.5,32.0,overcast,1007.64,1,Summer,7.5,inland,Cloudy
28.0,58,11.5,22.0,partly cloudy,1012.19,1,Winter,9.0,inland,Cloudy
-17.0,58,12.5,86.0,overcast,999.82,2,Spring,16.5,coastal,Rainy
29.0,81,10.0,79.0,overcast,1004.68,2,Autumn,3.5,inland,Rainy
14.0,72,10.0,19.0,partly cloudy,1001.46,4,Autumn,8.0,inland,Cloudy
-8.0,82,6.5,53.0,overcast,987.08,0,Winter,2.5,inland,Snowy
-5.0,95,8.5,70.0,partly cloudy,997.74,1,Winter,4.0,mountain,Snowy
27.0,72,15.5,57.0,overcast,991.14,1,Summer,4.0,coastal,Rainy
